id,pl_hostname,pl_letter,display_name,description,discovery_date,url,title,feature_title,mass_display,planet_type,st_dist,st_optmag,pl_radj,pl_rade,pl_massj,pl_discmethod,image,list_image,short_description,ranger_feature_id,ranger_system_id,ranger_system,exo_id,subtitle,categories,pl_kepflag,pl_facility,long_description
2799,Kepler-1384,b,Kepler-1384 b,"Kepler-1384 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.42 Earths, it takes 15.4 days to complete one orbit of its star, and is 0.1126 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2799/kepler-1384-b/,Kepler-1384 b,Kepler-1384 b,4.42 Earths,Super Earth,2016.0,15.7578,0.173,1.94,0.0139,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1384 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.42 Earths, it takes 15.4 days to complete one orbit of its star, and is 0.1126 AU from its star. Its discovery was announced in 2016.",Kepler-1384_b,Kepler-1384,False,Kepler-1384_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2800,Kepler-1385,b,Kepler-1385 b,"Kepler-1385 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.543 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0415 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2800/kepler-1385-b/,Kepler-1385 b,Kepler-1385 b,0.543 Earths,Terrestrial,2247.0,12.947,0.076,0.85,0.00171,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1385 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.543 Earths, it takes 2.9 days to complete one orbit of its star, and is 0.0415 AU from its star. Its discovery was announced in 2016.",Kepler-1385_b,Kepler-1385,False,Kepler-1385_b,A rocky world outside our solar system,[],True,Kepler,
2801,Kepler-1386,b,Kepler-1386 b,"Kepler-1386 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.07 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.068 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2801/kepler-1386-b/,Kepler-1386 b,Kepler-1386 b,2.07 Earths,Super Earth,2727.0,14.597,0.111,1.24,0.00651,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1386 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.07 Earths, it takes 6.7 days to complete one orbit of its star, and is 0.068 AU from its star. Its discovery was announced in 2016.",Kepler-1386_b,Kepler-1386,False,Kepler-1386_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2802,Kepler-1387,b,Kepler-1387 b,"Kepler-1387 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.749 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.031 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2802/kepler-1387-b/,Kepler-1387 b,Kepler-1387 b,0.749 Earths,Terrestrial,1485.0,14.727,0.083,0.93,0.00236,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1387 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.749 Earths, it takes 2.3 days to complete one orbit of its star, and is 0.031 AU from its star. Its discovery was announced in 2016.",Kepler-1387_b,Kepler-1387,False,Kepler-1387_b,A rocky world outside our solar system,[],True,Kepler,
2803,Kepler-1388,b,Kepler-1388 b,"Kepler-1388 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.22 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.0882 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2803/kepler-1388-b/,Kepler-1388 b,Kepler-1388 b,7.22 Earths,Neptune-like,1480.0,16.43,0.231,2.59,0.0227,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1388 b is a Neptune-like exoplanet that orbits a K-type star. Its mass is 7.22 Earths, it takes 12.3 days to complete one orbit of its star, and is 0.0882 AU from its star. Its discovery was announced in 2016.",Kepler-1388_b,Kepler-1388,False,Kepler-1388_b,A Neptune-like gas giant planet,[],True,Kepler,
2804,Kepler-1388,c,Kepler-1388 c,"Kepler-1388 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.73 Earths, it takes 5.5 days to complete one orbit of its star, and is 0.0519 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2804/kepler-1388-c/,Kepler-1388 c,Kepler-1388 c,5.73 Earths,Neptune-like,1480.0,16.43,0.202,2.26,0.018,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1388 c is a Neptune-like exoplanet that orbits a K-type star. Its mass is 5.73 Earths, it takes 5.5 days to complete one orbit of its star, and is 0.0519 AU from its star. Its discovery was announced in 2016.",Kepler-1388_c,Kepler-1388,False,Kepler-1388_c,A Neptune-like gas giant planet,[],True,Kepler,
2805,Kepler-1388,d,Kepler-1388 d,"Kepler-1388 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.55 Earths, it takes 21 days to complete one orbit of its star, and is 0.126 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2805/kepler-1388-d/,Kepler-1388 d,Kepler-1388 d,8.55 Earths,Neptune-like,1480.0,16.43,0.255,2.86,0.0269,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1388 d is a Neptune-like exoplanet that orbits a K-type star. Its mass is 8.55 Earths, it takes 21 days to complete one orbit of its star, and is 0.126 AU from its star. Its discovery was announced in 2016.",Kepler-1388_d,Kepler-1388,False,Kepler-1388_d,A Neptune-like gas giant planet,[],True,Kepler,
2806,Kepler-1388,e,Kepler-1388 e,"Kepler-1388 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.62 Earths, it takes 37.6 days to complete one orbit of its star, and is 0.1861 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2806/kepler-1388-e/,Kepler-1388 e,Kepler-1388 e,6.62 Earths,Neptune-like,1480.0,16.43,0.219,2.46,0.0208,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1388 e is a Neptune-like exoplanet that orbits a K-type star. Its mass is 6.62 Earths, it takes 37.6 days to complete one orbit of its star, and is 0.1861 AU from its star. Its discovery was announced in 2016.",Kepler-1388_e,Kepler-1388,False,Kepler-1388_e,A Neptune-like gas giant planet,[],True,Kepler,
2807,Kepler-1389,b,Kepler-1389 b,"Kepler-1389 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.78 Earths, it takes 99.3 days to complete one orbit of its star, and is 0.3869 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2807/kepler-1389-b/,Kepler-1389 b,Kepler-1389 b,3.78 Earths,Super Earth,1622.0,14.896,0.158,1.77,0.0119,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1389 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.78 Earths, it takes 99.3 days to complete one orbit of its star, and is 0.3869 AU from its star. Its discovery was announced in 2016.",Kepler-1389_b,Kepler-1389,False,Kepler-1389_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2808,Kepler-1390,b,Kepler-1390 b,"Kepler-1390 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.76 Earths, it takes 6.5 days to complete one orbit of its star, and is 0.0662 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2808/kepler-1390-b/,Kepler-1390 b,Kepler-1390 b,1.76 Earths,Super Earth,2360.0,14.558,0.105,1.18,0.00553,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1390 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.76 Earths, it takes 6.5 days to complete one orbit of its star, and is 0.0662 AU from its star. Its discovery was announced in 2016.",Kepler-1390_b,Kepler-1390,False,Kepler-1390_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2809,Kepler-1391,b,Kepler-1391 b,"Kepler-1391 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.46 Earths, it takes 54.4 days to complete one orbit of its star, and is 0.2768 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2809/kepler-1391-b/,Kepler-1391 b,Kepler-1391 b,3.46 Earths,Super Earth,3387.0,13.906,0.15,1.68,0.0109,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1391 b is a super Earth exoplanet that orbits a G-type star. Its mass is 3.46 Earths, it takes 54.4 days to complete one orbit of its star, and is 0.2768 AU from its star. Its discovery was announced in 2016.",Kepler-1391_b,Kepler-1391,False,Kepler-1391_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2810,Kepler-1392,b,Kepler-1392 b,"Kepler-1392 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.5 Earths, it takes 15.1 days to complete one orbit of its star, and is 0.1189 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2810/kepler-1392-b/,Kepler-1392 b,Kepler-1392 b,4.5 Earths,Super Earth,3644.0,15.963,0.175,1.96,0.0142,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1392 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.5 Earths, it takes 15.1 days to complete one orbit of its star, and is 0.1189 AU from its star. Its discovery was announced in 2016.",Kepler-1392_b,Kepler-1392,False,Kepler-1392_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2811,Kepler-1393,b,Kepler-1393 b,"Kepler-1393 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.437 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0337 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2811/kepler-1393-b/,Kepler-1393 b,Kepler-1393 b,0.437 Earths,Terrestrial,1776.0,13.476,0.071,0.8,0.00137,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1393 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.437 Earths, it takes 2.4 days to complete one orbit of its star, and is 0.0337 AU from its star. Its discovery was announced in 2016.",Kepler-1393_b,Kepler-1393,False,Kepler-1393_b,A rocky world outside our solar system,[],True,Kepler,
2812,Kepler-1394,b,Kepler-1394 b,"Kepler-1394 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.51 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0555 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2812/kepler-1394-b/,Kepler-1394 b,Kepler-1394 b,2.51 Earths,Super Earth,2089.0,11.714,0.124,1.39,0.0079,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1394 b is a super Earth exoplanet that orbits an F-type star. Its mass is 2.51 Earths, it takes 3.9 days to complete one orbit of its star, and is 0.0555 AU from its star. Its discovery was announced in 2016.",Kepler-1394_b,Kepler-1394,False,Kepler-1394_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2813,Kepler-1395,b,Kepler-1395 b,"Kepler-1395 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.0494 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2813/kepler-1395-b/,Kepler-1395 b,Kepler-1395 b,0.437 Earths,Terrestrial,1608.0,12.632,0.071,0.8,0.00137,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1395 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 Earths, it takes 3.8 days to complete one orbit of its star, and is 0.0494 AU from its star. Its discovery was announced in 2016.",Kepler-1395_b,Kepler-1395,False,Kepler-1395_b,A rocky world outside our solar system,[],True,Kepler,
2814,Kepler-1396,b,Kepler-1396 b,"Kepler-1396 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.94 Earths, it takes 18.2 days to complete one orbit of its star, and is 0.1406 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2814/kepler-1396-b/,Kepler-1396 b,Kepler-1396 b,4.94 Earths,Super Earth,3479.0,14.691,0.185,2.07,0.0155,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1396 b is a super Earth exoplanet that orbits an F-type star. Its mass is 4.94 Earths, it takes 18.2 days to complete one orbit of its star, and is 0.1406 AU from its star. Its discovery was announced in 2016.",Kepler-1396_b,Kepler-1396,False,Kepler-1396_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2816,Kepler-1251,b,Kepler-1251 b,"Kepler-1251 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.04 Earths, it takes 45.1 days to complete one orbit of its star, and is 0.2478 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2816/kepler-1251-b/,Kepler-1251 b,Kepler-1251 b,4.04 Earths,Super Earth,2943.0,15.024,0.164,1.84,0.0127,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1251 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.04 Earths, it takes 45.1 days to complete one orbit of its star, and is 0.2478 AU from its star. Its discovery was announced in 2016.",Kepler-1251_b,Kepler-1251,False,Kepler-1251_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2821,Kepler-1254,d,Kepler-1254 d,"Kepler-1254 d is a super Earth exoplanet that orbits a K-type star. Its mass is 2.27 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.0575 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2821/kepler-1254-d/,Kepler-1254 d,Kepler-1254 d,2.27 Earths,Super Earth,2032.0,15.541,0.117,1.31,0.00714,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1254 d is a super Earth exoplanet that orbits a K-type star. Its mass is 2.27 Earths, it takes 5.7 days to complete one orbit of its star, and is 0.0575 AU from its star. Its discovery was announced in 2016.",Kepler-1254_d,Kepler-1254,False,Kepler-1254_d,"A potentially rocky world, larger than Earth",[],True,Kepler,
2825,Kepler-1258,b,Kepler-1258 b,"Kepler-1258 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.566 Earths, it takes 1 days to complete one orbit of its star, and is 0.0201 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2825/kepler-1258-b/,Kepler-1258 b,Kepler-1258 b,0.566 Earths,Terrestrial,2341.0,13.929,0.077,0.86,0.00178,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1258 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.566 Earths, it takes 1 days to complete one orbit of its star, and is 0.0201 AU from its star. Its discovery was announced in 2016.",Kepler-1258_b,Kepler-1258,False,Kepler-1258_b,A rocky world outside our solar system,[],True,Kepler,
2830,Kepler-1263,b,Kepler-1263 b,"Kepler-1263 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.55 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.0499 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2830/kepler-1263-b/,Kepler-1263 b,Kepler-1263 b,1.55 Earths,Super Earth,2169.0,15.173,0.102,1.14,0.00489,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1263 b is a super Earth exoplanet that orbits a K-type star. Its mass is 1.55 Earths, it takes 4.6 days to complete one orbit of its star, and is 0.0499 AU from its star. Its discovery was announced in 2016.",Kepler-1263_b,Kepler-1263,False,Kepler-1263_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2835,Kepler-1268,b,Kepler-1268 b,"Kepler-1268 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.78 Earths, it takes 41 days to complete one orbit of its star, and is 0.2383 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2835/kepler-1268-b/,Kepler-1268 b,Kepler-1268 b,4.78 Earths,Super Earth,6005.0,15.484,0.181,2.03,0.015,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1268 b is a super Earth exoplanet that orbits a G-type star. Its mass is 4.78 Earths, it takes 41 days to complete one orbit of its star, and is 0.2383 AU from its star. Its discovery was announced in 2016.",Kepler-1268_b,Kepler-1268,False,Kepler-1268_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2840,Kepler-1272,b,Kepler-1272 b,"Kepler-1272 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.21 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.2705 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2840/kepler-1272-b/,Kepler-1272 b,Kepler-1272 b,6.21 Earths,Neptune-like,3935.0,14.734,0.211,2.37,0.0195,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1272 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 6.21 Earths, it takes 51.1 days to complete one orbit of its star, and is 0.2705 AU from its star. Its discovery was announced in 2016.",Kepler-1272_b,Kepler-1272,False,Kepler-1272_b,A Neptune-like gas giant planet,[],True,Kepler,
2843,Kepler-1397,b,Kepler-1397 b,"Kepler-1397 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.61 Earths, it takes 47.4 days to complete one orbit of its star, and is 0.2602 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2843/kepler-1397-b/,Kepler-1397 b,Kepler-1397 b,3.61 Earths,Super Earth,3909.0,14.324,0.153,1.72,0.0113,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1397 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.61 Earths, it takes 47.4 days to complete one orbit of its star, and is 0.2602 AU from its star. Its discovery was announced in 2016.",Kepler-1397_b,Kepler-1397,False,Kepler-1397_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2844,Kepler-1398,b,Kepler-1398 b,"Kepler-1398 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.666 Earths, it takes 2.8 days to complete one orbit of its star, and is 0.0392 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2844/kepler-1398-b/,Kepler-1398 b,Kepler-1398 b,0.666 Earths,Terrestrial,2780.0,13.752,0.08,0.9,0.0021,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1398 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.666 Earths, it takes 2.8 days to complete one orbit of its star, and is 0.0392 AU from its star. Its discovery was announced in 2016.",Kepler-1398_b,Kepler-1398,False,Kepler-1398_b,A rocky world outside our solar system,[],True,Kepler,
2845,Kepler-1398,c,Kepler-1398 c,"Kepler-1398 c is a super Earth exoplanet that orbits an F-type star. Its mass is 1.08 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2845/kepler-1398-c/,Kepler-1398 c,Kepler-1398 c,1.08 Earths,Super Earth,2780.0,13.752,0.092,1.03,0.0034,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1398 c is a super Earth exoplanet that orbits an F-type star. Its mass is 1.08 Earths, it takes 4.1 days to complete one orbit of its star, and is 0.051 AU from its star. Its discovery was announced in 2016.",Kepler-1398_c,Kepler-1398,False,Kepler-1398_c,"A potentially rocky world, larger than Earth",[],True,Kepler,
2846,Kepler-1399,b,Kepler-1399 b,"Kepler-1399 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.1 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0276 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2846/kepler-1399-b/,Kepler-1399 b,Kepler-1399 b,2.1 Earths,Super Earth,4520.0,15.572,0.112,1.25,0.0066,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1399 b is a super Earth exoplanet that orbits a G-type star. Its mass is 2.1 Earths, it takes 1.6 days to complete one orbit of its star, and is 0.0276 AU from its star. Its discovery was announced in 2016.",Kepler-1399_b,Kepler-1399,False,Kepler-1399_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2847,Kepler-1400,b,Kepler-1400 b,"Kepler-1400 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.26 Earths, it takes 9.1 days to complete one orbit of its star, and is 0.0771 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2847/kepler-1400-b/,Kepler-1400 b,Kepler-1400 b,3.26 Earths,Super Earth,2454.0,16.067,0.145,1.62,0.0102,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1400 b is a super Earth exoplanet that orbits a K-type star. Its mass is 3.26 Earths, it takes 9.1 days to complete one orbit of its star, and is 0.0771 AU from its star. Its discovery was announced in 2016.",Kepler-1400_b,Kepler-1400,False,Kepler-1400_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2848,Kepler-1401,b,Kepler-1401 b,"Kepler-1401 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.46 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.0975 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2848/kepler-1401-b/,Kepler-1401 b,Kepler-1401 b,3.46 Earths,Super Earth,4650.0,15.224,0.15,1.68,0.0109,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1401 b is a super Earth exoplanet that orbits an F-type star. Its mass is 3.46 Earths, it takes 11.2 days to complete one orbit of its star, and is 0.0975 AU from its star. Its discovery was announced in 2016.",Kepler-1401_b,Kepler-1401,False,Kepler-1401_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2849,Kepler-1402,b,Kepler-1402 b,"Kepler-1402 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 Earths, it takes 2 days to complete one orbit of its star, and is 0.0322 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2849/kepler-1402-b/,Kepler-1402 b,Kepler-1402 b,0.363 Earths,Terrestrial,4872.0,14.78,0.068,0.76,0.00114,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1402 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 Earths, it takes 2 days to complete one orbit of its star, and is 0.0322 AU from its star. Its discovery was announced in 2016.",Kepler-1402_b,Kepler-1402,False,Kepler-1402_b,A rocky world outside our solar system,[],True,Kepler,
2850,Kepler-1403,b,Kepler-1403 b,"Kepler-1403 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.22 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2850/kepler-1403-b/,Kepler-1403 b,Kepler-1403 b,5.22 Earths,Neptune-like,7059.0,15.713,0.191,2.14,0.0164,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1403 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.22 Earths, it takes 5.2 days to complete one orbit of its star, and is 0.064 AU from its star. Its discovery was announced in 2016.",Kepler-1403_b,Kepler-1403,False,Kepler-1403_b,A Neptune-like gas giant planet,[],True,Kepler,
2851,Kepler-1404,b,Kepler-1404 b,"Kepler-1404 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.7 Earths, it takes 15.9 days to complete one orbit of its star, and is 0.1143 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2851/kepler-1404-b/,Kepler-1404 b,Kepler-1404 b,4.7 Earths,Super Earth,3139.0,15.931,0.179,2.01,0.0148,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1404 b is a super Earth exoplanet that orbits a K-type star. Its mass is 4.7 Earths, it takes 15.9 days to complete one orbit of its star, and is 0.1143 AU from its star. Its discovery was announced in 2016.",Kepler-1404_b,Kepler-1404,False,Kepler-1404_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2852,Kepler-1405,b,Kepler-1405 b,"Kepler-1405 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.9 Earths, it takes 28.2 days to complete one orbit of its star, and is 0.1778 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2852/kepler-1405-b/,Kepler-1405 b,Kepler-1405 b,14.9 Earths,Neptune-like,4992.0,16.028,0.353,3.96,0.0467,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1405 b is a Neptune-like exoplanet that orbits a G-type star. Its mass is 14.9 Earths, it takes 28.2 days to complete one orbit of its star, and is 0.1778 AU from its star. Its discovery was announced in 2016.",Kepler-1405_b,Kepler-1405,False,Kepler-1405_b,A Neptune-like gas giant planet,[],True,Kepler,
2853,Kepler-1406,b,Kepler-1406 b,"Kepler-1406 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.37 Earths, it takes 11.6 days to complete one orbit of its star, and is 0.0987 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2853/kepler-1406-b/,Kepler-1406 b,Kepler-1406 b,1.37 Earths,Super Earth,1867.0,13.39,0.098,1.1,0.0043,Transit,/assets/content/planets/superearth.jpg,/assets/content/planets/superearth_sq.jpg,"Kepler-1406 b is a super Earth exoplanet that orbits a G-type star. Its mass is 1.37 Earths, it takes 11.6 days to complete one orbit of its star, and is 0.0987 AU from its star. Its discovery was announced in 2016.",Kepler-1406_b,Kepler-1406,False,Kepler-1406_b,"A potentially rocky world, larger than Earth",[],True,Kepler,
2854,Kepler-1407,b,Kepler-1407 b,"Kepler-1407 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.69 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.1502 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2854/kepler-1407-b/,Kepler-1407 b,Kepler-1407 b,5.69 Earths,Neptune-like,4555.0,15.023,0.201,2.25,0.0179,Transit,/assets/content/planets/neptunelike.jpg,/assets/content/planets/neptunelike_sq.jpg,"Kepler-1407 b is a Neptune-like exoplanet that orbits an F-type star. Its mass is 5.69 Earths, it takes 20.1 days to complete one orbit of its star, and is 0.1502 AU from its star. Its discovery was announced in 2016.",Kepler-1407_b,Kepler-1407,False,Kepler-1407_b,A Neptune-like gas giant planet,[],True,Kepler,
2855,Kepler-1408,b,Kepler-1408 b,"Kepler-1408 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.64 Earths, it takes 3 days to complete one orbit of its star, and is 0.0425 AU from its star. Its discovery was announced in 2016.",2016,/exoplanet-catalog/2855/kepler-1408-b/,Kepler-1408 b,Kepler-1408 b,0.64 Earths,Terrestrial,1745.0,12.124,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,"Kepler-1408 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.64 Earths, it takes 3 days to complete one orbit of its star, and is 0.0425 AU from its star. Its discovery was announced in 2016.",Kepler-1408_b,Kepler-1408,False,Kepler-1408_b,A rocky world outside our solar system,[],True,Kepler,
